seed,timestep,scenario,emission_model,op_risk,N,E,B,F_daily,P,C,T,s2r,bme,slashed_total,fraud_captured_pct,op_slashed_total,op_exited_total,pid_integral,pid_emission_rate,avg_reputation,downtime_count,rho_corr,ensemble_seed
1013,1824,competitor,pid,True,11721,27397.0,18.94,536.32,8.23542,30726391.0,520135450,0.000691,0.000691,370117644,0.0007,17806,1560,-5.0,0.25,0.1722,142,0.1,1013
1014,1824,competitor,pid,True,11268,27397.0,37.46,484.65,3.935896,40187974.0,505358130,0.001367,0.001367,355348337,0.0008,9793,1626,-5.0,0.25,0.1745,186,0.1,1014
1015,1824,competitor,pid,True,9524,36155.0,46.11,397.6,2.584649,51543623.0,502195054,0.001275,0.001275,352177096,0.0005,17958,1512,-4.7102,0.3299,0.1824,132,0.1,1015
1016,1824,competitor,pid,True,9078,38826.0,96.17,372.21,1.127411,57842194.0,503289050,0.002477,0.002477,353274524,0.0006,14526,1545,-4.7794,0.3543,0.1749,113,0.1,1016
1017,1824,competitor,pid,True,10264,30065.0,43.78,385.27,2.504805,46511194.0,512879979,0.001456,0.001456,362867108,0.0006,12871,1433,-4.704,0.2743,0.1663,125,0.1,1017
1018,1824,competitor,pid,True,11802,27397.0,23.63,530.6,7.21141,40341052.0,531258879,0.000863,0.000863,381230991,0.0008,27888,1421,-5.0,0.25,0.1775,140,0.1,1018
1019,1824,competitor,pid,True,9727,46938.0,61.14,399.77,1.890984,65753643.0,501153150,0.001303,0.001303,351131565,0.0004,21585,1479,-3.9449,0.4283,0.1727,126,0.1,1019
1020,1824,competitor,pid,True,11697,27397.0,17.56,488.68,8.534119,39155526.0,514087269,0.000641,0.000641,364069299,0.0009,17970,1555,-5.0,0.25,0.1722,143,0.1,1020
1021,1824,competitor,pid,True,9506,34700.0,56.62,373.87,1.987112,49839776.0,511330309,0.001632,0.001632,361316185,0.0006,14124,1390,-4.8167,0.3166,0.1772,106,0.1,1021
1022,1824,competitor,pid,True,9516,41883.0,73.32,393.51,1.619944,74108662.0,500497565,0.001751,0.001751,350484456,0.0004,13109,1491,-4.3805,0.3822,0.1736,108,0.1,1022
1023,1824,competitor,pid,True,9528,39450.0,64.51,351.18,1.797787,38463159.0,513485731,0.001635,0.001635,363459273,0.0005,26458,1445,-4.5193,0.36,0.181,92,0.1,1023
1024,1824,competitor,pid,True,10111,57442.0,69.04,428.79,1.949258,67104533.0,505751881,0.001202,0.001202,355742519,0.0004,9362,1534,-3.1127,0.5242,0.1588,133,0.1,1024
1025,1824,competitor,pid,True,10541,44176.0,66.71,432.96,2.113093,54941508.0,515201362,0.00151,0.00151,365190248,0.0004,11114,1504,-3.6846,0.4031,0.1743,133,0.1,1025
1026,1824,competitor,pid,True,10625,44069.0,47.72,455.92,2.808086,65093117.0,513061988,0.001083,0.001083,363030064,0.0004,31924,1539,-3.6922,0.4021,0.1764,144,0.1,1026
1027,1824,competitor,pid,True,10471,28485.0,36.94,444.3,3.639164,38954828.0,511546103,0.001297,0.001297,361522409,0.0007,23694,1467,-4.6718,0.2599,0.1619,133,0.1,1027
1028,1824,competitor,pid,True,10799,27397.0,54.69,474.31,2.511927,44465640.0,506582281,0.001996,0.001996,356561761,0.0006,20520,1514,-5.0,0.25,0.1773,152,0.1,1028
1029,1824,competitor,pid,True,8630,59092.0,155.06,365.37,0.709621,87289811.0,492477197,0.002624,0.002624,342467289,0.0003,9908,1409,-3.7975,0.5392,0.183,128,0.1,1029
1000,1824,competitor,pid,True,9208,47519.0,105.39,372.54,1.0361,91671331.0,490935146,0.002218,0.002218,340915264,0.0005,19882,1445,-4.1794,0.4336,0.1757,123,0.15,1000
1001,1824,competitor,pid,True,10330,48729.0,60.73,435.94,2.135003,53872925.0,512530944,0.001246,0.001246,362516459,0.0004,14485,1423,-3.5534,0.4446,0.1691,105,0.15,1001
1002,1824,competitor,pid,True,11515,27397.0,54.69,514.93,3.141678,22935163.0,523691598,0.001996,0.001996,373674382,0.0008,17216,1568,-5.0,0.25,0.1831,145,0.15,1002
1003,1824,competitor,pid,True,10106,32382.0,39.85,403.57,3.168024,42350142.0,507606460,0.001231,0.001231,357581873,0.0006,24587,1521,-4.6421,0.2955,0.1809,131,0.15,1003
1004,1824,competitor,pid,True,9459,56062.0,82.54,382.91,1.355657,69054511.0,498956646,0.001472,0.001472,348944633,0.0004,12013,1488,-3.549,0.5116,0.1723,132,0.15,1004
1005,1824,competitor,pid,True,10211,27397.0,38.26,417.82,3.228563,39030798.0,507115395,0.001396,0.001396,357095737,0.0007,19658,1553,-5.0,0.25,0.1787,99,0.15,1005
1006,1824,competitor,pid,True,10915,27397.0,42.2,485.23,3.55503,43426935.0,511795539,0.00154,0.00154,361781018,0.0008,14521,1486,-5.0,0.25,0.1704,156,0.15,1006
1007,1824,competitor,pid,True,11670,27397.0,16.93,521.71,8.663522,22768260.0,525563858,0.000618,0.000618,375539451,0.0007,24407,1508,-5.0,0.25,0.1688,122,0.15,1007
1008,1824,competitor,pid,True,11321,32641.0,43.34,526.53,3.336212,50992514.0,523645152,0.001328,0.001328,373633206,0.0004,11946,1479,-3.9822,0.2978,0.1729,138,0.15,1008
1009,1824,competitor,pid,True,9408,42511.0,64.4,352.2,1.682197,68688404.0,496098161,0.001515,0.001515,346080812,0.0003,17349,1485,-4.3971,0.3879,0.1774,111,0.15,1009
1010,1824,competitor,pid,True,9816,48347.0,69.75,390.55,1.632434,90095753.0,494013772,0.001443,0.001443,344000564,0.0005,13208,1431,-3.8245,0.4412,0.1706,138,0.15,1010
1011,1824,competitor,pid,True,9441,79047.0,134.39,392.15,0.808068,129255023.0,494494058,0.0017,0.0017,344482087,0.0003,11971,1320,-2.1524,0.7213,0.1919,127,0.15,1011
1012,1824,competitor,pid,True,9117,59904.0,67.36,382.72,1.707269,55842851.0,493890496,0.001125,0.001125,343884990,0.0004,5506,1490,-3.5192,0.5466,0.1648,104,0.15,1012
1013,1824,competitor,pid,True,8097,108601.0,120.44,294.23,0.744529,97667050.0,485800444,0.001109,0.001109,335785333,0.0002,15111,1419,-1.0716,0.991,0.1728,89,0.15,1013
1014,1824,competitor,pid,True,9135,75464.0,97.34,370.42,1.18425,85049678.0,506673728,0.00129,0.00129,356667686,0.0003,6042,1472,-2.5518,0.6886,0.1715,109,0.15,1014
1015,1824,competitor,pid,True,11067,27397.0,38.43,529.66,4.046488,32124293.0,517284627,0.001403,0.001403,367272771,0.0006,11856,1452,-5.0,0.25,0.1644,125,0.15,1015
1016,1824,competitor,pid,True,8650,103191.0,113.28,316.88,0.812068,78784536.0,497672343,0.001098,0.001098,347657882,0.0002,14461,1439,-1.1092,0.9416,0.1619,100,0.15,1016
1017,1824,competitor,pid,True,10915,68278.0,44.75,443.2,2.925197,58613983.0,510622330,0.000655,0.000655,360609458,0.0003,12872,1468,-2.0359,0.623,0.1504,143,0.15,1017
1018,1824,competitor,pid,True,10444,37695.0,53.8,457.38,2.60093,81448179.0,509054538,0.001427,0.001427,359029362,0.0006,25176,1390,-4.1358,0.344,0.1758,136,0.15,1018
1019,1824,competitor,pid,True,9881,34746.0,47.84,397.52,2.506827,67603301.0,503920746,0.001377,0.001377,353900189,0.0005,20557,1494,-4.6275,0.3171,0.1828,121,0.15,1019
1020,1824,competitor,pid,True,8862,52036.0,84.53,371.66,1.434525,95650978.0,487479930,0.001625,0.001625,337471872,0.0004,8058,1368,-4.1114,0.4748,0.1803,100,0.15,1020
1021,1824,competitor,pid,True,11542,27397.0,24.82,507.03,6.21088,29083101.0,520694741,0.000906,0.000906,370677162,0.0008,17579,1491,-5.0,0.25,0.1668,128,0.15,1021
1022,1824,competitor,pid,True,9322,56968.0,75.91,386.15,1.557547,70998619.0,506011201,0.001332,0.001332,356004035,0.0003,7166,1479,-3.5666,0.5198,0.1766,127,0.15,1022
1023,1824,competitor,pid,True,10139,38472.0,48.33,426.63,2.699471,55128684.0,503021433,0.001256,0.001256,353008617,0.0005,12816,1419,-4.214,0.3511,0.1656,118,0.15,1023
1024,1824,competitor,pid,True,10329,35002.0,71.85,441.34,1.760538,76185306.0,510245965,0.002053,0.002053,360234418,0.0006,11547,1448,-4.3463,0.3194,0.1718,129,0.15,1024
1025,1824,competitor,pid,True,8655,67450.0,63.21,297.15,1.322844,76681700.0,498177862,0.000937,0.000937,348160253,0.0003,17609,1483,-3.3293,0.6155,0.1748,105,0.15,1025
1026,1824,competitor,pid,True,10777,27397.0,45.32,481.91,3.233608,40862383.0,511084159,0.001654,0.001654,361068127,0.0007,16032,1498,-4.6629,0.25,0.1684,147,0.15,1026
1027,1824,competitor,pid,True,11746,27397.0,50.29,533.85,3.227278,52251547.0,508628615,0.001836,0.001836,358606327,0.0008,22288,1454,-5.0,0.25,0.1747,167,0.15,1027
1028,1824,competitor,pid,True,11638,27397.0,35.27,539.51,4.371384,41082078.0,510876658,0.001287,0.001287,360862338,0.0006,14320,1466,-5.0,0.25,0.1752,151,0.15,1028
1029,1824,competitor,pid,True,9486,47473.0,89.69,412.95,1.37906,74902974.0,506539765,0.001889,0.001889,356523268,0.0004,16497,1428,-4.0519,0.4332,0.1867,129,0.15,1029
1000,1824,competitor,pid,True,9917,33769.0,65.0,396.57,1.828796,60220291.0,512448783,0.001925,0.001925,362421175,0.0006,27608,1418,-4.6572,0.3081,0.1755,116,0.2,1000
1001,1824,competitor,pid,True,10169,33971.0,45.6,423.71,3.004846,53548757.0,515496321,0.001342,0.001342,365474347,0.0005,21974,1430,-4.5357,0.31,0.1847,111,0.2,1001
1002,1824,competitor,pid,True,9406,61218.0,79.8,363.68,1.350771,49241608.0,502494344,0.001304,0.001304,352478852,0.0004,15492,1479,-3.2555,0.5586,0.1714,126,0.2,1002
1003,1824,competitor,pid,True,10198,33225.0,46.18,418.15,2.633747,42364913.0,508904913,0.00139,0.00139,358886088,0.0006,18825,1502,-4.5147,0.3032,0.1652,129,0.2,1003
1004,1824,competitor,pid,True,10420,39150.0,75.1,467.36,1.910899,64744759.0,506220072,0.001918,0.001918,356204730,0.0006,15342,1523,-4.0641,0.3572,0.1622,121,0.2,1004
1005,1824,competitor,pid,True,10552,30739.0,28.25,397.66,3.961504,38410326.0,511505857,0.000919,0.000919,361479610,0.0006,26247,1481,-4.5466,0.2805,0.1721,115,0.2,1005
1006,1824,competitor,pid,True,10999,49688.0,69.08,456.1,1.974735,55048929.0,516891547,0.00139,0.00139,366875642,0.0005,15905,1439,-3.1044,0.4534,0.1649,125,0.2,1006
1007,1824,competitor,pid,True,11193,27397.0,37.66,496.84,4.213357,30317915.0,522414407,0.001375,0.001375,372396558,0.0007,17849,1525,-5.0,0.25,0.1731,140,0.2,1007
1008,1824,competitor,pid,True,10672,57105.0,78.79,452.84,1.856956,79522330.0,508096922,0.00138,0.00138,358076236,0.0003,20686,1406,-2.8376,0.5211,0.1684,152,0.2,1008
1009,1824,competitor,pid,True,10412,44712.0,69.8,472.19,2.073158,63939123.0,506365663,0.001561,0.001561,356353038,0.0003,12625,1467,-3.7207,0.408,0.1598,135,0.2,1009
1010,1824,competitor,pid,True,9826,60681.0,77.94,411.4,1.632235,68551757.0,503976047,0.001285,0.001285,353962858,0.0003,13189,1456,-3.0391,0.5537,0.1608,113,0.2,1010
1011,1824,competitor,pid,True,11541,67806.0,84.14,524.59,1.959396,111130450.0,508756686,0.001241,0.001241,358747154,0.0003,9532,1395,-1.7242,0.6187,0.1625,133,0.2,1011
1012,1824,competitor,pid,True,10196,27397.0,46.65,435.37,2.846922,35758731.0,519080930,0.001703,0.001703,369068890,0.0008,12040,1541,-5.0,0.25,0.1795,113,0.2,1012
1013,1824,competitor,pid,True,11811,27397.0,31.91,562.1,5.572371,35855321.0,516385328,0.001165,0.001165,366375060,0.0007,10268,1533,-5.0,0.25,0.1699,148,0.2,1013
1014,1824,competitor,pid,True,9167,52225.0,64.43,389.34,1.71727,52944950.0,498927024,0.001234,0.001234,348918247,0.0004,8777,1493,-3.9643,0.4766,0.164,128,0.2,1014
1015,1824,competitor,pid,True,11295,48138.0,54.83,502.09,2.688121,62139960.0,517404208,0.001139,0.001139,367393748,0.0004,10460,1487,-3.0519,0.4393,0.1626,130,0.2,1015
1016,1824,competitor,pid,True,10978,27397.0,44.3,477.0,3.449043,47356901.0,519191487,0.001617,0.001617,369180462,0.0009,11025,1497,-5.0,0.25,0.1817,149,0.2,1016
1017,1824,competitor,pid,True,11201,45919.0,56.33,491.82,2.705635,44061269.0,520942000,0.001227,0.001227,370926425,0.0004,15575,1474,-3.2279,0.419,0.1573,139,0.2,1017
1018,1824,competitor,pid,True,10750,27397.0,48.17,452.32,2.784325,52023924.0,507801279,0.001758,0.001758,357782972,0.0007,18307,1486,-4.8483,0.25,0.172,126,0.2,1018
1019,1824,competitor,pid,True,8187,65681.0,131.74,325.21,0.670575,74236407.0,504164810,0.002006,0.002006,354130676,0.0003,34134,1453,-3.6368,0.5993,0.1772,113,0.2,1019
1020,1824,competitor,pid,True,10110,52754.0,65.5,419.61,1.87542,58421336.0,505425254,0.001242,0.001242,355402983,0.0005,22271,1449,-3.4632,0.4814,0.1615,131,0.2,1020
1021,1824,competitor,pid,True,9892,70654.0,72.27,406.89,1.637843,63947273.0,496695505,0.001023,0.001023,346678822,0.0003,16683,1400,-2.4799,0.6447,0.1547,125,0.2,1021
1022,1824,competitor,pid,True,11431,27397.0,29.68,535.22,5.25959,72198256.0,510654178,0.001083,0.001083,360637268,0.0007,16910,1502,-5.0,0.25,0.1613,143,0.2,1022
1023,1824,competitor,pid,True,11295,27397.0,18.95,512.46,8.225063,39776959.0,512374594,0.000692,0.000692,362361089,0.0006,13505,1415,-4.5265,0.25,0.1624,127,0.2,1023
1024,1824,competitor,pid,True,8743,48325.0,62.84,330.95,1.440882,52144553.0,512861962,0.0013,0.0013,362853126,0.0005,8836,1524,-4.4062,0.441,0.1786,108,0.2,1024
1025,1824,competitor,pid,True,11031,27397.0,37.55,463.81,3.777306,43339256.0,514296606,0.00137,0.00137,364282084,0.0007,14522,1554,-5.0,0.25,0.1778,136,0.2,1025
1026,1824,competitor,pid,True,10446,39731.0,47.43,431.24,2.795508,38921443.0,511039948,0.001194,0.001194,361020861,0.0005,19087,1483,-4.0193,0.3625,0.1537,112,0.2,1026
1027,1824,competitor,pid,True,10600,27397.0,45.07,469.76,3.218742,40132151.0,505198097,0.001645,0.001645,355183495,0.0008,14602,1536,-5.0,0.25,0.1729,143,0.2,1027
1028,1824,competitor,pid,True,9907,51465.0,78.22,412.88,1.472141,61911309.0,498201897,0.00152,0.00152,348180204,0.0003,21693,1472,-3.5632,0.4696,0.1732,144,0.2,1028
1029,1824,competitor,pid,True,10368,40364.0,88.26,446.16,1.610817,78956639.0,506439802,0.002186,0.002186,356421402,0.0005,18400,1411,-4.0029,0.3683,0.1714,140,0.2,1029
1000,1824,competitor,pid,True,8738,83271.0,82.51,294.95,0.998512,77539338.0,493824858,0.000991,0.000991,343816763,0.0002,8095,1438,-2.3341,0.7598,0.1627,114,0.25,1000
1001,1824,competitor,pid,True,10662,27397.0,42.08,476.08,3.270459,45092551.0,528685254,0.001536,0.001536,378669686,0.0007,15568,1453,-5.0,0.25,0.1897,118,0.25,1001
1002,1824,competitor,pid,True,10358,37783.0,38.05,472.47,3.462284,44789305.0,505704758,0.001007,0.001007,355694289,0.0006,10469,1528,-4.1882,0.3448,0.1605,126,0.25,1002
1003,1824,competitor,pid,True,11747,27397.0,26.86,568.11,6.300954,19716412.0,526492614,0.00098,0.00098,376461920,0.0008,30694,1581,-5.0,0.25,0.1596,172,0.25,1003
1004,1824,competitor,pid,True,9725,43799.0,57.54,376.28,1.948081,61956136.0,505522369,0.001314,0.001314,355510474,0.0005,11895,1509,-4.1153,0.3997,0.1681,115,0.25,1004
1005,1824,competitor,pid,True,9376,76402.0,109.28,379.95,1.019242,56645698.0,506033432,0.00143,0.00143,356017408,0.0003,16024,1458,-2.3533,0.6972,0.1747,110,0.25,1005
1006,1824,competitor,pid,True,10505,27397.0,38.71,445.52,3.712109,45339181.0,514983449,0.001413,0.001413,364967931,0.0009,15518,1496,-5.0,0.25,0.1735,128,0.25,1006
1007,1824,competitor,pid,True,10228,27397.0,38.71,426.56,3.187798,31456688.0,515683890,0.001413,0.001413,365672225,0.0007,11665,1474,-4.8547,0.25,0.1673,105,0.25,1007
1008,1824,competitor,pid,True,10257,44285.0,66.49,420.44,1.891292,54687127.0,511250375,0.001501,0.001501,361235945,0.0004,14430,1485,-3.8125,0.4041,0.1687,113,0.25,1008
1009,1824,competitor,pid,True,10071,27397.0,60.68,433.67,2.152555,53396565.0,508438008,0.002215,0.002215,358427081,0.0005,10927,1550,-5.0,0.25,0.1693,123,0.25,1009
1010,1824,competitor,pid,True,10833,27397.0,39.86,482.59,3.756928,44780650.0,516398833,0.001455,0.001455,366388033,0.0008,10800,1496,-5.0,0.25,0.171,134,0.25,1010
1011,1824,competitor,pid,True,11349,62077.0,78.03,505.14,2.039022,103273965.0,518539305,0.001257,0.001257,368519847,0.0004,19458,1398,-2.1559,0.5665,0.1854,114,0.25,1011
1012,1824,competitor,pid,True,10438,27397.0,38.77,417.86,3.481992,26657998.0,522045783,0.001415,0.001415,372033340,0.0008,12443,1510,-5.0,0.25,0.1663,141,0.25,1012
1013,1824,competitor,pid,True,11363,27397.0,21.12,483.32,6.66248,36219778.0,513603596,0.000771,0.000771,363585050,0.0008,18546,1549,-5.0,0.25,0.1735,136,0.25,1013
1014,1824,competitor,pid,True,10685,34358.0,45.33,443.72,2.911127,40367545.0,523398845,0.001319,0.001319,373383804,0.0007,15041,1501,-4.2115,0.3135,0.1775,165,0.25,1014
1015,1824,competitor,pid,True,9953,47094.0,65.21,408.75,1.79594,87976353.0,500815724,0.001385,0.001385,350804052,0.0004,11672,1452,-3.7903,0.4297,0.1568,128,0.25,1015
1016,1824,competitor,pid,True,10546,46173.0,46.48,419.8,2.700706,67815754.0,508300708,0.001007,0.001007,358283260,0.0005,17448,1457,-3.5769,0.4213,0.1591,127,0.25,1016
1017,1824,competitor,pid,True,9851,34590.0,60.54,419.04,2.018811,46512120.0,507069239,0.00175,0.00175,357050547,0.0006,18692,1494,-4.6167,0.3156,0.175,110,0.25,1017
1018,1824,competitor,pid,True,9953,73690.0,100.0,401.79,1.225581,103376581.0,499121655,0.001357,0.001357,349114380,0.0003,7275,1365,-2.21,0.6724,0.1743,110,0.25,1018
1019,1824,competitor,pid,True,10615,27397.0,47.19,489.43,3.144973,51900432.0,515326602,0.001723,0.001723,365302497,0.0007,24105,1510,-5.0,0.25,0.1772,152,0.25,1019
1020,1824,competitor,pid,True,10590,27397.0,50.22,461.88,2.727593,30640359.0,516196554,0.001833,0.001833,366174744,0.0006,21810,1472,-5.0,0.25,0.1762,153,0.25,1020
1021,1824,competitor,pid,True,9716,31218.0,45.25,391.89,2.448734,33700127.0,517077033,0.00145,0.00145,367058794,0.0007,18239,1498,-4.9193,0.2849,0.184,140,0.25,1021
1022,1824,competitor,pid,True,11061,72593.0,68.5,473.56,2.066681,90067271.0,506778556,0.000944,0.000944,356763614,0.0003,14942,1397,-1.6911,0.6624,0.1636,131,0.25,1022
1023,1824,competitor,pid,True,10861,27397.0,52.76,455.59,2.463845,36051097.0,516835848,0.001926,0.001926,366823122,0.0006,12726,1485,-5.0,0.25,0.1743,131,0.25,1023
1024,1824,competitor,pid,True,8688,49495.0,70.35,319.32,1.412185,67334254.0,513823862,0.001421,0.001421,363809027,0.0004,14835,1533,-4.3621,0.4516,0.1839,117,0.25,1024
1025,1824,competitor,pid,True,11338,27397.0,24.92,461.07,5.452891,47715763.0,510614489,0.00091,0.00091,360600491,0.0007,13998,1548,-5.0,0.25,0.1685,135,0.25,1025
1026,1824,competitor,pid,True,9186,46739.0,56.46,374.7,1.982775,44249104.0,506735162,0.001208,0.001208,356721715,0.0004,13447,1507,-4.2762,0.4265,0.1607,121,0.25,1026
1027,1824,competitor,pid,True,9379,53465.0,69.98,397.74,1.51777,50431308.0,501778447,0.001309,0.001309,351770291,0.0004,8156,1441,-3.7502,0.4879,0.1617,115,0.25,1027
1028,1824,competitor,pid,True,9518,55958.0,102.12,371.77,1.149948,54241407.0,505548621,0.001825,0.001825,355533025,0.0003,15596,1485,-3.5068,0.5106,0.1714,135,0.25,1028
1029,1824,competitor,pid,True,10795,34422.0,59.73,457.41,2.311069,60134632.0,513297893,0.001735,0.001735,363284551,0.0006,13342,1418,-4.1421,0.3141,0.1696,149,0.25,1029
1000,1824,competitor,pid,True,10962,42425.0,40.82,456.83,3.625244,52992072.0,517631169,0.000962,0.000962,367615050,0.0005,16119,1437,-3.5878,0.3871,0.1571,203,0.28,1000
1001,1824,competitor,pid,True,11275,27397.0,37.01,495.47,4.121156,36739514.0,527803235,0.001351,0.001351,377791575,0.0007,11660,1442,-5.0,0.25,0.1758,151,0.28,1001
1002,1824,competitor,pid,True,10492,27596.0,36.63,451.52,3.887832,37924342.0,513484994,0.001327,0.001327,363458986,0.0009,26008,1540,-4.7519,0.2518,0.1751,110,0.28,1002
1003,1824,competitor,pid,True,9519,34211.0,58.91,380.74,1.901817,39038977.0,509082268,0.001722,0.001722,359055156,0.0006,27112,1538,-4.8443,0.3122,0.1743,111,0.28,1003
1004,1824,competitor,pid,True,10984,27397.0,47.57,475.37,2.991332,49055785.0,517056004,0.001736,0.001736,367046862,0.0008,9142,1584,-5.0,0.25,0.1823,114,0.28,1004
1005,1824,competitor,pid,True,10525,27397.0,69.64,437.37,1.80996,38656476.0,506831444,0.002542,0.002542,356800776,0.0007,30668,1581,-5.0,0.25,0.1759,137,0.28,1005
1006,1824,competitor,pid,True,11346,27397.0,48.66,532.58,3.24776,38252117.0,512875758,0.001776,0.001776,362862137,0.0008,13621,1540,-5.0,0.25,0.172,151,0.28,1006
1007,1824,competitor,pid,True,9272,70432.0,99.13,369.31,1.111456,57297648.0,500897552,0.001408,0.001408,350877169,0.0003,20383,1424,-2.7654,0.6427,0.1721,104,0.28,1007
1008,1824,competitor,pid,True,10418,27397.0,32.62,416.99,4.085841,57033405.0,497537094,0.001191,0.001191,347526822,0.0005,10272,1479,-4.9174,0.25,0.1623,136,0.28,1008
1009,1824,competitor,pid,True,8921,53135.0,101.89,349.42,1.006579,62896728.0,502538412,0.001918,0.001918,352529676,0.0002,8736,1465,-3.9887,0.4849,0.1742,115,0.28,1009
1010,1824,competitor,pid,True,10510,34456.0,49.07,478.71,3.18313,67639020.0,502631817,0.001424,0.001424,352612816,0.0007,19001,1467,-4.2967,0.3144,0.1698,114,0.28,1010
1011,1824,competitor,pid,True,10171,39380.0,107.67,435.39,1.179103,85036456.0,520703076,0.002734,0.002734,370686595,0.0006,16481,1529,-4.194,0.3593,0.192,112,0.28,1011
1012,1824,competitor,pid,True,11820,27397.0,23.27,494.42,6.231799,22684292.0,522775977,0.000849,0.000849,372767971,0.0007,8006,1535,-5.0,0.25,0.1719,134,0.28,1012
1013,1824,competitor,pid,True,9640,34035.0,51.99,382.77,2.399647,60011534.0,507356589,0.001527,0.001527,357340847,0.0007,15742,1511,-4.7873,0.3106,0.1734,121,0.28,1013
1014,1824,competitor,pid,True,11472,27397.0,41.34,488.85,3.359417,62857370.0,511905879,0.001509,0.001509,361898119,0.0009,7760,1486,-5.0,0.25,0.1747,146,0.28,1014
1015,1824,competitor,pid,True,10460,27397.0,50.9,410.16,2.193216,46445086.0,512459129,0.001858,0.001858,362443075,0.0008,16054,1501,-5.0,0.25,0.1726,134,0.28,1015
1016,1824,competitor,pid,True,9992,47455.0,66.11,432.87,1.858404,63829587.0,501821380,0.001393,0.001393,351806459,0.0005,14921,1522,-3.765,0.433,0.1721,111,0.28,1016
1017,1824,competitor,pid,True,9196,49959.0,60.9,354.46,1.817555,54237781.0,502048859,0.001219,0.001219,352036593,0.0004,12266,1494,-4.0235,0.4559,0.1737,129,0.28,1017
1018,1824,competitor,pid,True,11707,27397.0,45.88,549.57,3.401543,24419759.0,527647301,0.001674,0.001674,377632136,0.0007,15165,1558,-5.0,0.25,0.1798,137,0.28,1018
1019,1824,competitor,pid,True,10987,27397.0,22.95,457.76,5.798743,60283631.0,503025815,0.000838,0.000838,352992240,0.0007,33575,1518,-5.0,0.25,0.1626,146,0.28,1019
1020,1824,competitor,pid,True,9148,60039.0,102.21,350.7,1.031354,62979701.0,504757132,0.001702,0.001702,354741976,0.0004,15156,1374,-3.4571,0.5479,0.1773,88,0.28,1020
1021,1824,competitor,pid,True,8967,44462.0,63.72,355.81,1.741606,41618308.0,505880654,0.001433,0.001433,355860124,0.0005,20530,1483,-4.5147,0.4057,0.1724,92,0.28,1021
1022,1824,competitor,pid,True,9644,47997.0,139.41,423.58,0.907463,74047425.0,501514880,0.002905,0.002905,351511396,0.0004,3484,1453,-3.8846,0.438,0.1732,132,0.28,1022
1023,1824,competitor,pid,True,11509,27397.0,20.29,532.15,8.335669,33309932.0,529350495,0.00074,0.00074,379332055,0.0007,18440,1490,-4.7992,0.25,0.1678,129,0.28,1023
1024,1824,competitor,pid,True,10260,40642.0,54.29,421.16,2.311434,51709996.0,509348965,0.001336,0.001336,359342109,0.0005,6856,1500,-4.0703,0.3709,0.1585,131,0.28,1024
1025,1824,competitor,pid,True,8688,89367.0,112.4,334.92,0.837765,98141984.0,490933331,0.001258,0.001258,340925529,0.0002,7802,1419,-1.9326,0.8155,0.1647,103,0.28,1025
1026,1824,competitor,pid,True,11802,27397.0,18.52,484.33,7.631032,22646526.0,523721035,0.000676,0.000676,373701331,0.0006,19704,1555,-5.0,0.25,0.1685,138,0.28,1026
1027,1824,competitor,pid,True,11810,27397.0,30.89,512.85,4.928029,36056248.0,509372778,0.001128,0.001128,359356133,0.0006,16645,1537,-5.0,0.25,0.1776,150,0.28,1027
1028,1824,competitor,pid,True,11804,27397.0,26.08,513.55,5.675546,44068971.0,507420553,0.000952,0.000952,357392309,0.0007,28244,1509,-5.0,0.25,0.1786,140,0.28,1028
1029,1824,competitor,pid,True,9042,68631.0,95.79,321.74,0.971994,83261557.0,501951793,0.001396,0.001396,351931112,0.0003,20681,1441,-2.9988,0.6263,0.1746,99,0.28,1029
1000,1824,competitor,pid,True,9952,62114.0,50.82,409.47,2.338455,65829683.0,502562534,0.000818,0.000818,352555854,0.0003,6680,1458,-2.9331,0.5668,0.1503,118,0.3,1000
1001,1824,competitor,pid,True,10211,27397.0,33.35,419.96,3.749327,55329274.0,501116770,0.001217,0.001217,351104671,0.0007,12099,1486,-4.871,0.25,0.1641,121,0.3,1001
1002,1824,competitor,pid,True,11432,27397.0,36.14,533.55,4.325667,29945883.0,520255949,0.001319,0.001319,370239091,0.0009,16858,1539,-5.0,0.25,0.1721,126,0.3,1002
1003,1824,competitor,pid,True,10479,27397.0,74.29,489.66,2.007947,39332282.0,506506430,0.002711,0.002711,356486953,0.0007,19477,1570,-5.0,0.25,0.171,137,0.3,1003
1004,1824,competitor,pid,True,11163,27397.0,48.91,494.66,2.909286,56941584.0,510161375,0.001785,0.001785,360148753,0.0009,12622,1507,-5.0,0.25,0.1668,136,0.3,1004
1005,1824,competitor,pid,True,10587,28001.0,27.48,489.88,5.221861,36978319.0,510903489,0.000982,0.000982,360897407,0.0006,6082,1502,-4.6621,0.2555,0.1543,141,0.3,1005
1006,1824,competitor,pid,True,11862,27397.0,39.7,528.02,3.65907,32478267.0,520398524,0.001449,0.001449,370379248,0.0008,19276,1492,-5.0,0.25,0.1742,144,0.3,1006
1007,1824,competitor,pid,True,11696,27397.0,26.15,487.86,5.333792,27162709.0,523208587,0.000955,0.000955,373185136,0.0007,23451,1479,-5.0,0.25,0.1666,142,0.3,1007
